datetime,股票代码,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2025-08-01,300548,86.42,84.83,87.4,83.4,173976,1484592379.0,4.64,-1.68,-1.45,6.47
2025-08-04,300548,83.33,84.1,84.4,82.11,132346,1107494089.0,2.7,-0.86,-0.73,4.92
2025-08-05,300548,86.49,95.4,99.99,85.31,428076,3898613418.0,17.46,13.44,11.3,15.92
2025-08-06,300548,93.17,93.82,95.4,91.88,209964,1961196255.0,3.69,-1.66,-1.58,7.81
2025-08-07,300548,93.82,92.0,94.72,88.42,208429,1903479121.0,6.71,-1.94,-1.82,7.75
2025-08-08,300548,92.0,90.71,95.48,90.5,188690,1756094331.0,5.41,-1.4,-1.29,7.02
2025-08-11,300548,90.27,91.74,93.7,89.5,186577,1711345025.0,4.63,1.14,1.03,6.94
2025-08-12,300548,90.99,92.58,92.89,90.0,187133,1715929200.0,3.15,0.92,0.84,6.96
2025-08-13,300548,92.23,97.47,97.95,90.6,281425,2690446326.0,7.94,5.28,4.89,10.47
2025-08-14,300548,96.08,90.88,96.9,90.66,227955,2117860836.0,6.4,-6.76,-6.59,8.48
2025-08-15,300548,90.99,91.95,93.51,90.23,170638,1570622785.0,3.61,1.18,1.07,6.35
2025-08-18,300548,92.27,99.16,102.18,90.33,273648,2666118964.0,12.89,7.84,7.21,10.18
2025-08-19,300548,99.18,100.26,105.26,99.0,262394,2658383872.0,6.31,1.11,1.1,9.76
2025-08-20,300548,98.26,106.32,109.88,93.25,306667,3115338476.0,16.59,6.04,6.06,11.41
2025-08-21,300548,109.07,99.64,110.22,99.42,253251,2585531170.0,10.16,-6.28,-6.68,9.42
2025-08-22,300548,99.67,101.77,103.18,98.2,186433,1884757459.0,5.0,2.14,2.13,6.94
2025-08-25,300548,104.35,116.92,120.08,103.0,340190,3736244753.0,16.78,14.89,15.15,12.66
2025-08-26,300548,116.92,119.72,124.9,113.64,295692,3533728208.0,9.63,2.39,2.8,11.0
2025-08-27,300548,122.15,134.67,139.99,120.12,356074,4677008533.0,16.6,12.49,14.95,13.25
2025-08-28,300548,135.0,160.04,160.04,134.8,324185,4756555837.0,18.74,18.84,25.37,12.06
2025-08-29,300548,145.0,141.53,151.4,135.0,481496,6773419640.0,10.25,-11.57,-18.51,17.91
2025-09-01,300548,143.1,144.25,148.68,133.33,392010,5547365479.0,10.85,1.92,2.72,14.58
2025-09-02,300548,144.29,130.31,149.0,128.5,338634,4688201540.0,14.21,-9.66,-13.94,12.6
2025-09-03,300548,128.84,135.79,138.9,126.66,265585,3564299206.0,9.39,4.21,5.48,9.88
2025-09-04,300548,139.02,119.0,144.0,116.02,345018,4387419108.0,20.61,-12.36,-16.79,12.83
2025-09-05,300548,121.0,124.01,125.83,117.03,285580,3479757441.0,7.39,4.21,5.01,10.62
2025-09-08,300548,122.41,118.85,123.29,115.58,226627,2678096505.0,6.22,-4.16,-5.16,8.43
2025-09-09,300548,118.9,115.41,120.29,114.05,167465,1963564831.0,5.25,-2.89,-3.44,6.23
2025-09-10,300548,118.04,117.88,120.29,114.0,242637,2849595999.0,5.45,2.14,2.47,9.03
2025-09-11,300548,119.0,127.48,128.03,116.7,335479,4148161374.0,9.61,8.14,9.6,12.48
2025-09-12,300548,123.02,119.29,125.27,119.06,287209,3490391745.0,4.87,-6.42,-8.19,10.68
2025-09-15,300548,118.29,117.85,120.2,115.71,177709,2102961225.0,3.76,-1.21,-1.44,6.61
2025-09-16,300548,117.87,116.85,119.9,113.33,202675,2357821104.0,5.57,-0.85,-1.0,7.54
2025-09-17,300548,116.9,119.94,121.43,115.0,255870,3036182321.0,5.5,2.64,3.09,9.52
2025-09-18,300548,119.01,127.78,130.48,117.22,364213,4552447546.0,11.06,6.54,7.84,13.55
2025-09-19,300548,129.0,128.0,135.84,124.0,307658,4017335946.0,9.27,0.17,0.22,11.44
2025-09-22,300548,127.0,128.16,131.15,119.27,244635,3080508239.0,9.28,0.13,0.16,9.1
2025-09-23,300548,131.0,123.74,132.68,120.5,209960,2628822431.0,9.5,-3.45,-4.42,7.81
2025-09-24,300548,120.03,116.76,120.49,114.66,230890,2711445332.0,4.71,-5.64,-6.98,8.59
2025-09-25,300548,115.07,115.71,119.09,112.6,172664,2008543833.0,5.56,-0.9,-1.05,6.42
2025-09-26,300548,114.3,109.09,116.5,109.0,186229,2085564482.0,6.48,-5.72,-6.62,6.93
2025-09-29,300548,107.13,108.88,110.49,105.8,166765,1812941164.0,4.3,-0.19,-0.21,6.2
2025-09-30,300548,108.89,106.27,111.72,105.38,188405,2021328347.0,5.82,-2.4,-2.61,7.01
2025-10-09,300548,105.06,105.4,108.29,105.06,154637,1642724978.0,3.04,-0.82,-0.87,5.75
2025-10-10,300548,104.88,101.3,106.6,101.01,155174,1601970752.0,5.3,-3.89,-4.1,5.77
2025-10-13,300548,94.0,100.29,101.49,94.0,131790,1312126872.0,7.39,-1.0,-1.01,4.9
2025-10-14,300548,101.95,95.1,101.95,94.72,144109,1407447116.0,7.21,-5.17,-5.19,5.36
2025-10-15,300548,94.66,96.8,97.16,93.7,121913,1165510759.0,3.64,1.79,1.7,4.54
2025-10-16,300548,96.06,97.98,100.9,95.8,176044,1744956505.0,5.27,1.22,1.18,6.55
2025-10-17,300548,97.9,95.7,99.38,95.02,129664,1256510306.0,4.45,-2.33,-2.28,4.82
2025-10-20,300548,97.59,97.9,101.48,97.03,177146,1755658303.0,4.65,2.3,2.2,6.59
2025-10-21,300548,98.0,101.86,102.49,96.2,216845,2172574567.0,6.42,4.04,3.96,8.07
2025-10-22,300548,100.0,102.54,104.67,99.9,189365,1940643630.0,4.68,0.67,0.68,7.04
2025-10-23,300548,100.93,98.42,102.0,97.01,138757,1367269200.0,4.87,-4.02,-4.12,5.16
2025-10-24,300548,100.05,109.6,109.9,99.41,317150,3349496648.0,10.66,11.36,11.18,11.8
2025-10-27,300548,111.6,116.1,117.9,109.7,356599,4063552404.0,7.48,5.93,6.5,13.27
2025-10-28,300548,113.03,113.65,115.2,111.6,250316,2842140401.0,3.1,-2.11,-2.45,9.31
2025-10-29,300548,114.51,110.19,115.24,107.07,254931,2811296743.0,7.19,-3.04,-3.46,9.48
2025-10-30,300548,111.32,106.06,115.32,106.0,246175,2726249915.0,8.46,-3.75,-4.13,9.16
2025-10-31,300548,104.52,100.11,105.3,99.84,219912,2241804308.0,5.15,-5.61,-5.95,8.18
2025-11-03,300548,99.04,99.72,100.11,96.76,165234,1626494204.0,3.35,-0.39,-0.39,6.15
2025-11-04,300548,99.6,97.25,100.87,96.8,109615,1074907710.0,4.08,-2.48,-2.47,4.08
2025-11-05,300548,95.06,93.5,95.93,90.59,211313,1962998713.0,5.49,-3.86,-3.75,7.86
2025-11-06,300548,93.99,96.95,97.41,93.75,173436,1667558822.0,3.91,3.69,3.45,6.45
2025-11-07,300548,95.0,97.05,98.48,94.5,159115,1536414721.0,4.11,0.1,0.1,5.92
2025-11-10,300548,97.0,96.2,97.7,94.08,121489,1161586755.0,3.73,-0.88,-0.85,4.52
2025-11-11,300548,98.03,99.71,105.35,97.33,321214,3243609520.0,8.34,3.65,3.51,11.95
2025-11-12,300548,97.56,96.9,98.1,93.34,210462,2011337071.0,4.77,-2.82,-2.81,7.83
2025-11-13,300548,95.5,95.52,96.28,93.65,154019,1462047644.0,2.71,-1.42,-1.38,5.73
2025-11-14,300548,93.0,91.5,93.6,91.16,128270,1183003987.0,2.55,-4.21,-4.02,4.77
2025-11-17,300548,95.01,97.48,99.49,93.81,285330,2760925955.0,6.21,6.54,5.98,10.61
2025-11-18,300548,95.52,99.81,102.3,95.03,250026,2492510986.0,7.46,2.39,2.33,9.3
2025-11-19,300548,99.68,104.77,108.19,99.68,397686,4190446346.0,8.53,4.97,4.96,14.79
2025-11-20,300548,111.8,107.41,113.39,103.78,329550,3529154719.0,9.17,2.52,2.64,12.26
